longitude,latitude,altitude,speed,course,date,time,satellites
116.322814,39.728061,0.0,0.1,0.0,61118,10073200,5
116.322860,39.727985,555.8,0.9,0.0,61118,10073700,5
116.322814,39.727993,552.4,0.5,0.0,61118,10074200,5
116.322799,39.727981,551.3,0.5,0.0,61118,10074700,5
116.322784,39.727985,552.6,0.4,0.0,61118,10075200,5
116.322769,39.728027,550.5,0.6,356.5,61118,10075700,6
116.322799,39.728038,550.6,0.6,356.5,61118,10080200,5
116.322792,39.728019,548.0,0.4,356.5,61118,10080700,5
116.322807,39.727989,540.7,0.9,356.5,61118,10081200,6
116.322814,39.727958,535.1,1.3,167.9,61118,10081700,6
116.322822,39.727931,529.9,1.5,173.7,61118,10082200,6
116.322814,39.727912,527.4,1.4,170.6,61118,10082700,5
116.322814,39.727912,527.3,1.1,173.7,61118,10083200,7
116.322883,39.727874,514.9,1.7,169.7,61118,10083700,7
116.323036,39.727634,463.2,2.9,159.6,61118,10084200,7
116.323204,39.727371,405.5,4.5,165.3,61118,10084700,7
116.323326,39.727199,365.6,5.4,158.3,61118,10085200,7
116.323532,39.726787,286.4,4.1,151.4,61118,10085700,7
116.323707,39.726463,225.0,3.8,171.4,61118,10090200,7
116.323829,39.726272,185.2,3.0,165.5,61118,10090700,7
116.323966,39.726127,147.8,2.4,166.2,61118,10091200,7
116.324073,39.726032,119.6,2.9,170.2,61118,10091700,7
116.324127,39.725994,104.6,1.7,140.7,61118,10092200,7
116.324180,39.725971,92.2,1.1,144.5,61118,10092700,7
116.324211,39.725940,82.3,3.2,167.3,61118,10093200,7
116.324211,39.725933,73.6,1.9,171.5,61118,10093700,6
116.324295,39.725936,64.4,2.2,171.5,61118,10094200,6
116.324577,39.725948,58.0,18.4,83.5,61118,10094700,7
116.324958,39.726032,50.5,16.6,72.6,61118,10095300,5
116.325241,39.726074,45.0,15.1,71.7,61118,10095800,6
116.325515,39.726081,40.5,6.1,87.8,61118,10100300,6
116.325607,39.726066,37.4,0.3,87.8,61118,10100800,6
116.325622,39.726074,33.3,1.8,87.8,61118,10101300,6
116.325637,39.726081,29.2,1.5,87.8,61118,10101800,5
116.325714,39.726066,26.7,1.7,87.8,61118,10102300,5
116.325752,39.726062,22.1,1.2,87.8,61118,10102800,4
116.325736,39.726062,17.7,1.9,87.8,61118,10103300,7
116.325798,39.726074,19.6,1.9,87.8,61118,10103800,7
116.325881,39.726081,25.3,1.1,87.8,61118,10104300,6
116.325958,39.726066,30.5,0.9,87.8,61118,10104800,6
116.326110,39.726009,35.9,3.4,113.4,61118,10105300,7
116.326179,39.725994,40.2,1.5,113.4,61118,10105800,6
116.326194,39.726005,45.9,3.1,113.4,61118,10110300,6
116.326347,39.725997,51.6,6.4,113.4,61118,10110800,7
116.326377,39.726020,56.4,0.8,97.7,61118,10111300,6
116.326393,39.726043,61.4,1.7,97.7,61118,10111800,6
116.326408,39.726055,66.3,0.4,97.7,61118,10112300,5
116.326347,39.726062,64.1,0.4,97.7,61118,10112800,6
116.326316,39.726062,61.6,0.9,97.7,61118,10113300,6
116.326362,39.726070,60.2,8.2,83.0,61118,10113800,6
116.326560,39.726161,58.5,15.8,63.3,61118,10114300,8
116.326667,39.726367,60.4,16.8,35.3,61118,10114800,7
116.326698,39.726768,64.3,27.8,6.7,61118,10115300,8
116.326683,39.727256,70.3,34.6,1.1,61118,10115800,8
116.326683,39.727615,72.1,25.4,359.9,61118,10120300,7
116.326652,39.727710,69.3,5.9,347.5,61118,10120900,8
116.326637,39.727737,68.7,1.6,345.3,61118,10121400,7
116.326614,39.727760,62.8,0.5,345.3,61118,10121900,7
116.326614,39.727779,59.3,0.4,345.3,61118,10122400,7
116.326629,39.727840,58.3,6.8,10.7,61118,10122900,7
116.326622,39.728103,56.2,21.1,2.9,61118,10123400,7
116.326622,39.728420,53.2,24.5,0.2,61118,10123900,7
116.326614,39.728721,50.0,23.7,359.4,61118,10124400,7
116.326637,39.728950,50.8,18.5,0.9,61118,10124900,7
116.326629,39.729198,50.1,19.9,359.0,61118,10125400,6
116.326599,39.729419,56.1,18.1,0.9,61118,10125900,8
116.326583,39.729591,64.8,13.6,1.8,61118,10130400,8
116.326576,39.729637,72.2,3.8,0.7,61118,10130900,8
116.326538,39.729660,73.9,1.8,0.7,61118,10131400,8
116.326484,39.729679,77.6,1.7,0.7,61118,10131900,8
116.326416,39.729717,79.2,0.3,0.7,61118,10132400,8
116.326385,39.729732,82.0,1.0,0.7,61118,10132900,8
116.326354,39.729736,85.4,0.7,0.7,61118,10133400,7
116.326316,39.729736,89.2,0.4,0.7,61118,10133900,6
116.326263,39.729743,93.5,1.4,0.7,61118,10134400,7
116.326210,39.729755,95.8,0.8,0.7,61118,10134900,7
116.326171,39.729766,96.2,0.4,0.7,61118,10135400,8
116.326118,39.729782,97.3,1.4,0.7,61118,10135900,7
116.326057,39.729801,98.6,2.9,329.1,61118,10140400,7
116.326004,39.729827,100.2,2.9,318.3,61118,10140900,6
116.326049,39.729824,98.8,0.5,318.3,61118,10141400,7
116.326080,39.729820,99.6,0.9,318.3,61118,10141900,8
116.326126,39.729831,99.4,1.4,318.3,61118,10142500,8
116.326187,39.729816,99.0,2.5,318.3,61118,10143000,9
116.326293,39.730064,96.0,20.2,358.7,61118,10143500,9
116.326408,39.730392,92.0,25.0,359.8,61118,10144000,9
116.326431,39.730690,91.6,22.0,0.9,61118,10144500,9
116.326461,39.730850,86.1,11.6,359.7,61118,10145000,9
116.326477,39.730930,81.6,8.9,2.0,61118,10145500,8
116.326477,39.731075,79.5,12.3,357.1,61118,10150000,8
116.326492,39.731117,78.1,2.8,11.7,61118,10150500,8
116.326499,39.731113,76.3,0.4,11.7,61118,10151000,8
116.326507,39.731079,78.9,0.8,11.7,61118,10151500,7
116.326515,39.731075,81.5,2.5,11.7,61118,10152000,7
116.326492,39.731185,82.5,11.8,349.4,61118,10152500,8
116.326606,39.731464,83.2,21.7,1.7,61118,10153000,8
116.326629,39.731830,83.8,27.4,0.9,61118,10153500,8
116.326606,39.732162,82.5,25.7,359.7,61118,10154000,8
116.326591,39.732498,81.6,26.9,1.0,61118,10154500,8
116.326576,39.732879,81.0,29.5,358.0,61118,10155000,9
116.326576,39.733169,81.0,22.7,359.6,61118,10155500,8
116.326560,39.733352,79.8,10.7,353.2,61118,10160000,7
116.326553,39.733383,78.7,1.7,351.4,61118,10160500,9
116.326538,39.733398,76.4,0.9,351.4,61118,10161000,8
116.326553,39.733455,68.0,3.3,6.0,61118,10161500,9
116.326530,39.733612,64.7,15.0,1.2,61118,10162000,7
116.326515,39.733989,62.2,28.5,0.9,61118,10162600,7
116.326522,39.734355,60.8,28.8,2.1,61118,10163100,7
116.326515,39.734569,59.5,16.3,352.6,61118,10163600,9
116.326499,39.734668,57.6,9.0,350.6,61118,10164100,9
116.326499,39.734783,54.6,8.7,2.7,61118,10164600,8
116.326499,39.734901,51.5,8.3,358.7,61118,10165100,9
116.326515,39.735004,50.5,8.2,7.7,61118,10165600,9
116.326530,39.735092,50.5,7.3,8.7,61118,10170100,9
116.326530,39.735111,49.4,0.8,1.4,61118,10170600,9
116.326530,39.735141,47.1,4.2,4.3,61118,10171100,9
116.326515,39.735294,48.1,12.9,358.9,61118,10171600,9
116.326492,39.735557,51.3,20.5,358.4,61118,10172100,9
116.326507,39.735794,50.9,17.1,0.6,61118,10172600,9
116.326499,39.735885,48.5,5.3,359.6,61118,10173100,9
116.326499,39.735897,45.3,1.1,359.6,61118,10173600,9
116.326507,39.735889,41.1,0.2,359.6,61118,10174100,9
116.326492,39.735889,38.5,0.8,359.6,61118,10174600,8
116.326507,39.735897,35.7,0.4,359.6,61118,10175100,8
116.326515,39.735908,33.1,0.3,359.6,61118,10175600,9
116.326515,39.735923,31.4,0.2,359.6,61118,10180100,9
116.326507,39.735923,31.0,0.8,359.6,61118,10180600,8
116.326515,39.735916,29.9,0.4,359.6,61118,10181100,8
116.326515,39.735908,30.3,0.5,359.6,61118,10181600,8
116.326507,39.735904,29.7,0.1,359.6,61118,10182200,9
116.326499,39.735900,28.1,0.4,359.6,61118,10182700,8
116.326492,39.735893,27.6,0.2,359.6,61118,10183200,8
116.326484,39.735900,27.8,0.2,359.6,61118,10183700,9
116.326477,39.735919,28.1,0.1,359.6,61118,10184200,9
116.326477,39.735927,27.9,0.4,359.6,61118,10184700,9
116.326454,39.735931,29.3,0.3,359.6,61118,10185200,9
116.326446,39.735950,31.9,4.8,9.4,61118,10185700,9
116.326469,39.736152,33.5,18.3,5.7,61118,10190200,8
116.326477,39.736522,34.8,30.2,0.4,61118,10190700,8
116.326461,39.736988,37.2,36.1,358.5,61118,10191200,9
116.326408,39.737483,40.1,39.6,356.5,61118,10191700,6
116.326408,39.738029,40.1,42.0,359.1,61118,10192200,8
116.326416,39.738513,38.7,38.0,357.7,61118,10192700,9
116.326431,39.738910,40.1,29.9,4.0,61118,10193200,8
116.326416,39.739345,37.7,34.5,357.9,61118,10193700,8
116.326385,39.739810,37.3,36.0,358.6,61118,10194200,9
116.326362,39.740203,38.2,27.7,1.3,61118,10194700,8
116.326347,39.740543,43.6,24.7,2.5,61118,10195200,9
116.326362,39.740772,43.2,13.6,1.1,61118,10195700,8
116.326370,39.740840,44.1,1.6,1.9,61118,10200200,9
116.326370,39.740844,43.1,0.6,1.9,61118,10200700,9
116.326385,39.740829,40.7,0.1,1.9,61118,10201200,9
116.326377,39.740821,40.7,1.5,1.9,61118,10201700,9
116.326385,39.740814,39.9,0.3,1.9,61118,10202300,9
116.326385,39.740814,37.7,0.6,1.9,61118,10202800,10
116.326377,39.740821,37.1,0.1,1.9,61118,10203300,9
116.326370,39.740837,37.4,1.1,320.3,61118,10203800,10
116.326362,39.740837,37.7,0.1,320.3,61118,10204300,10
116.326362,39.740837,37.6,0.4,320.3,61118,10204800,10
116.326347,39.740840,37.9,0.3,320.3,61118,10205300,9
116.326339,39.740844,37.0,3.0,320.3,61118,10205800,10
116.326339,39.741008,35.4,20.9,358.1,61118,10210300,8
116.326339,39.741329,36.9,27.4,359.1,61118,10210800,10
116.326324,39.741710,37.0,33.7,357.0,61118,10211300,10
116.326324,39.742103,36.6,28.7,358.2,61118,10211800,9
116.326316,39.742393,37.0,21.1,0.7,61118,10212300,9
116.326324,39.742652,37.2,23.0,358.5,61118,10212800,10
116.326339,39.742824,37.2,3.4,358.2,61118,10213300,10
116.326393,39.742824,36.6,0.5,358.2,61118,10213800,10
116.326400,39.742855,41.8,3.8,340.6,61118,10214300,9
116.326416,39.742877,47.6,1.4,340.6,61118,10214800,9
116.326446,39.742897,55.2,1.1,345.3,61118,10215300,9
116.326454,39.742946,44.2,2.4,345.5,61118,10215800,10
116.326461,39.742988,44.4,3.1,354.5,61118,10220300,10
116.326469,39.743026,41.9,0.3,348.5,61118,10220900,10
116.326477,39.743114,46.1,4.1,358.4,61118,10221400,9
116.326461,39.743160,46.6,2.3,328.7,61118,10221900,10
116.326477,39.743194,42.5,2.4,344.8,61118,10222400,10
116.326438,39.743282,49.3,2.7,335.8,61118,10222900,11
116.326446,39.743350,50.0,3.5,9.1,61118,10223400,11
116.326484,39.743431,48.8,3.5,19.7,61118,10223900,11
116.326499,39.743499,48.0,3.4,351.5,61118,10224400,11
116.326499,39.743560,48.7,3.4,348.1,61118,10224900,11
116.326492,39.743629,48.2,3.5,352.0,61118,10225400,11
116.326477,39.743694,47.4,3.9,341.5,61118,10225900,10
116.326484,39.743762,47.7,3.5,354.9,61118,10230400,11
116.326477,39.743831,45.0,3.9,357.7,61118,10230900,11
116.326492,39.743900,45.5,4.4,4.3,61118,10231400,11
116.326492,39.743972,43.4,3.6,347.3,61118,10231900,11
116.326492,39.744033,43.8,3.5,350.5,61118,10232400,10
116.326469,39.744087,44.7,2.4,329.1,61118,10232900,10
116.326469,39.744132,42.8,2.4,338.4,61118,10233400,10
116.326461,39.744197,40.2,3.3,327.2,61118,10233900,10
116.326461,39.744251,42.7,2.8,335.1,61118,10234400,11
116.326461,39.744342,42.2,2.2,353.1,61118,10234900,10
116.326446,39.744411,39.4,4.2,349.8,61118,10235400,11
116.326461,39.744495,40.0,3.0,348.8,61118,10240000,9
116.326446,39.744575,37.2,3.9,351.6,61118,10240500,10
116.326454,39.744651,35.1,3.4,1.7,61118,10241000,9
116.326492,39.744712,33.8,4.4,46.9,61118,10241500,9
116.326545,39.744754,34.5,2.5,53.7,61118,10242000,10
116.326606,39.744800,36.8,2.8,75.2,61118,10242500,10
116.326690,39.744842,36.8,2.3,69.3,61118,10243000,10
116.326759,39.744861,36.8,4.3,84.6,61118,10243500,10
116.326835,39.744869,40.5,3.1,83.6,61118,10244000,10
116.326858,39.744876,46.5,3.5,345.7,61118,10244500,10
116.326942,39.744873,44.2,0.9,31.4,61118,10245000,10
116.327026,39.744880,40.1,2.1,55.4,61118,10245500,10
116.327102,39.744918,39.3,1.1,55.4,61118,10250000,10
116.327156,39.744949,36.2,1.4,55.4,61118,10250500,10
116.327178,39.744956,39.2,2.1,55.4,61118,10251000,10
116.327194,39.744968,49.5,1.1,120.6,61118,10251500,9
116.327217,39.744953,50.0,2.8,162.6,61118,10252000,10
116.327232,39.744964,56.1,1.1,162.6,61118,10252500,10
116.327270,39.744995,59.4,1.2,162.6,61118,10253000,10
116.327354,39.744998,57.9,1.8,162.6,61118,10253500,10
116.327461,39.745044,49.9,2.9,129.1,61118,10254000,9
116.327575,39.745079,53.8,3.6,94.8,61118,10254600,10
116.327651,39.745105,57.1,4.5,106.5,61118,10255100,9
116.327697,39.745140,57.7,1.3,126.9,61118,10255600,10
116.327781,39.745151,59.7,3.6,99.8,61118,10260100,9
116.327880,39.745132,67.5,2.4,102.4,61118,10260600,9
116.327972,39.745132,72.8,3.8,114.9,61118,10261100,8
116.328063,39.745121,71.9,4.1,114.4,61118,10261600,8
116.328147,39.745117,72.0,3.3,108.0,61118,10262100,9
116.328239,39.745109,69.2,3.1,104.4,61118,10262600,10
116.328346,39.745075,69.0,3.6,118.2,61118,10263100,10
116.328407,39.745086,74.1,1.8,125.1,61118,10263600,8
116.328483,39.745124,71.6,2.8,121.9,61118,10264100,8
116.328536,39.745182,70.5,2.2,107.7,61118,10264600,10
116.328628,39.745185,71.6,2.3,113.3,61118,10265100,9
116.328704,39.745197,71.7,2.9,94.6,61118,10265600,10
116.328849,39.745243,65.2,2.8,94.6,61118,10270100,9
116.328987,39.745288,59.0,5.1,94.7,61118,10270600,10
116.329101,39.745300,59.3,3.4,99.4,61118,10271100,10
116.329193,39.745304,58.3,1.9,95.4,61118,10271600,9
116.329269,39.745243,61.9,1.2,75.7,61118,10272100,10
116.329368,39.745128,53.3,0.7,75.7,61118,10272600,9
116.329383,39.745113,51.8,1.5,75.7,61118,10273100,10
116.329444,39.745075,52.7,2.0,141.8,61118,10273700,9
116.329490,39.745044,52.7,1.2,136.4,61118,10274200,9
116.329566,39.745044,49.9,2.4,88.2,61118,10274700,10
116.329605,39.745044,51.6,2.4,91.8,61118,10275200,9
116.329635,39.745040,54.1,0.6,131.4,61118,10275700,9
116.329658,39.745052,53.4,0.5,131.4,61118,10280200,10
116.329666,39.745056,52.7,1.0,131.4,61118,10280700,9
116.329673,39.745067,54.0,0.7,131.4,61118,10281200,9
116.329689,39.745079,57.5,0.9,131.4,61118,10281700,10
116.329689,39.745086,56.9,0.3,131.4,61118,10282200,10
116.329696,39.745059,59.2,0.1,131.4,61118,10282700,10
116.329696,39.745059,60.2,1.8,131.4,61118,10283200,10
116.329689,39.745059,61.0,0.2,131.4,61118,10283700,10
116.329681,39.745056,59.1,0.3,131.4,61118,10284200,9
116.329681,39.745052,57.0,0.0,131.4,61118,10284700,10
116.329689,39.745052,54.4,0.0,131.4,61118,10285200,10
116.329689,39.745052,53.1,0.1,131.4,61118,10285700,9
116.329696,39.745056,51.2,0.5,131.4,61118,10290200,9
116.329696,39.745059,49.7,0.4,131.4,61118,10290700,10
116.329689,39.745059,49.1,0.8,131.4,61118,10291200,9
116.329704,39.745067,49.3,1.1,131.4,61118,10291700,10
116.329757,39.745052,50.7,1.7,140.2,61118,10292300,10
116.329757,39.745048,53.0,0.7,140.2,61118,10292800,10
116.329742,39.745052,52.3,0.0,140.2,61118,10293300,10
116.329727,39.745056,49.7,0.3,140.2,61118,10293800,9
116.329734,39.745052,50.8,0.7,140.2,61118,10294300,10
116.329727,39.745071,51.6,0.3,140.2,61118,10294800,8
116.329727,39.745056,52.4,1.4,140.2,61118,10295300,10
116.329742,39.745048,53.0,0.8,116.6,61118,10295800,10
116.329734,39.745040,54.9,1.1,116.6,61118,10300300,10
116.329719,39.745040,53.9,0.6,192.6,61118,10300800,10
116.329696,39.745040,53.6,0.3,192.6,61118,10301300,10
116.329673,39.745040,51.3,0.0,192.6,61118,10301800,10
116.329681,39.745025,51.3,2.4,158.4,61118,10302300,10
116.329696,39.745018,51.8,1.4,158.4,61118,10302800,9
116.329711,39.745014,51.7,1.6,158.4,61118,10303300,10
116.329719,39.745010,53.2,0.3,158.4,61118,10303800,10
116.329780,39.744991,55.3,7.9,116.4,61118,10304300,10
116.329818,39.744987,56.5,1.1,117.5,61118,10304800,10
116.329833,39.744987,55.9,0.1,117.5,61118,10305300,10
116.329849,39.744983,55.7,0.4,117.5,61118,10305800,10
116.329864,39.744987,55.3,1.2,117.5,61118,10310300,10
116.329864,39.744995,53.9,0.6,117.5,61118,10310800,10
116.329856,39.745021,53.5,0.4,117.5,61118,10311300,10
116.329856,39.745029,54.1,0.1,117.5,61118,10311900,10
116.329856,39.745040,57.7,0.2,117.5,61118,10312400,10
116.329856,39.745040,60.9,0.2,117.5,61118,10312900,11
116.329856,39.745067,64.0,1.3,117.5,61118,10313400,11
116.329872,39.745063,63.1,0.7,117.5,61118,10313900,10
116.329879,39.745067,59.2,0.1,117.5,61118,10314400,11
116.329879,39.745071,56.3,0.0,117.5,61118,10314900,11
116.329887,39.745067,53.9,0.0,117.5,61118,10315400,11
116.329895,39.745063,52.5,0.3,117.5,61118,10315900,11
116.329879,39.745063,53.5,0.1,117.5,61118,10320400,11
116.329872,39.745056,53.7,0.1,117.5,61118,10320900,11
116.329864,39.745044,53.5,0.3,117.5,61118,10321400,11
116.329856,39.745037,54.6,0.0,117.5,61118,10321900,11
116.329864,39.745033,54.8,1.1,117.5,61118,10322400,11
116.329864,39.745044,54.9,0.7,117.5,61118,10322900,9
116.329849,39.745044,56.0,0.7,117.5,61118,10323400,10
116.329841,39.745048,58.4,0.2,83.4,61118,10323900,10
116.329833,39.745037,59.9,0.0,123.9,61118,10324400,10
116.329849,39.745044,61.6,0.0,123.9,61118,10324900,10
116.329856,39.745040,61.8,0.1,123.9,61118,10325400,10
116.329864,39.745033,61.8,1.0,123.9,61118,10325900,10
116.329864,39.745029,61.5,1.0,87.0,61118,10330500,11
116.329879,39.745029,61.7,1.2,87.0,61118,10331000,10
116.329887,39.745037,64.1,0.7,87.0,61118,10331500,10
116.329872,39.745056,62.4,0.4,87.0,61118,10332000,11
116.329849,39.745067,63.9,2.3,334.6,61118,10332500,11
116.329895,39.745048,66.3,4.4,92.3,61118,10333000,11
116.329948,39.745079,66.9,3.1,74.9,61118,10333500,11
116.329986,39.745109,68.6,2.5,105.7,61118,10334000,11
116.330009,39.745136,71.4,2.9,122.6,61118,10334500,11
116.330032,39.745155,71.8,2.2,132.7,61118,10335000,11
116.330108,39.745185,70.9,3.1,99.1,61118,10335500,11
116.330162,39.745208,70.1,2.5,97.2,61118,10340000,11
116.330238,39.745235,69.9,3.8,93.5,61118,10340500,11
116.330299,39.745250,69.9,3.2,101.4,61118,10341000,11
116.330406,39.745170,64.1,3.2,123.8,61118,10341500,10
116.330490,39.745121,63.8,2.4,109.5,61118,10342000,11
116.330596,39.745140,61.9,1.7,92.4,61118,10342500,11
116.330650,39.745155,65.6,1.4,92.4,61118,10343000,11
116.330696,39.745182,67.2,2.1,85.9,61118,10343500,11
116.330757,39.745231,67.9,2.4,85.9,61118,10344000,11
116.330772,39.745265,69.1,2.0,85.9,61118,10344500,8
116.330764,39.745288,70.1,1.1,85.9,61118,10345000,7
116.330795,39.745220,68.9,4.1,85.9,61118,10345600,9
116.330947,39.745265,69.1,6.3,85.9,61118,10350100,7
116.331161,39.745407,69.4,9.8,70.5,61118,10350600,8
116.331146,39.745529,69.4,6.3,65.2,61118,10351100,6
116.331146,39.745491,69.4,4.1,65.2,61118,10351600,0
116.329872,39.744426,69.4,6.0,65.2,61118,10363200,0
116.330032,39.744419,69.0,0.4,65.2,61118,10363700,0
